2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,7533,1204,405,111,126,46,466,179,67,UserA
2016-05-02,6406,935,347,78,36,38,407,122,58,UserA
2016-05-02,7432,1564,311,88,63,36,375,3851,48,UserA
2016-05-02,4380,575,204,61,20,36,297,87,36,UserA
2016-05-02,5403,556,231,33,20,8,421,95,30,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,7533,1204,405,111,126,46,466,179,67,UserA
2016-05-02,6406,935,347,78,36,38,407,122,58,UserA
2016-05-02,7432,1564,311,88,63,36,375,3851,48,UserA
2016-05-02,4380,575,204,61,20,36,297,87,36,UserA
2016-05-02,5403,556,231,33,20,8,421,95,30,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,7533,1204,405,111,126,46,466,179,67,UserA
2016-05-02,6406,935,347,78,36,38,407,122,58,UserA
2016-05-02,7432,1564,311,88,63,36,375,3851,48,UserA
2016-05-02,4380,575,204,61,20,36,297,87,36,UserA
2016-05-02,5403,556,231,33,20,8,421,95,30,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,7533,1204,405,111,126,46,466,179,67,UserA
2016-05-02,6406,935,347,78,36,38,407,122,58,UserA
2016-05-02,7432,1564,311,88,63,36,375,3851,48,UserA
2016-05-02,4380,575,204,61,20,36,297,87,36,UserA
2016-05-02,5403,556,231,33,20,8,421,95,30,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,7533,1204,405,111,126,46,466,179,67,UserA
2016-05-02,6406,935,347,78,36,38,407,122,58,UserA
2016-05-02,7432,1564,311,88,63,36,375,3851,48,UserA
2016-05-02,4380,575,204,61,20,36,297,87,36,UserA
2016-05-02,5403,556,231,33,20,8,421,95,30,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,7533,1204,405,111,126,46,466,179,67,UserA
2016-05-02,6406,935,347,78,36,38,407,122,58,UserA
2016-05-02,7432,1564,311,88,63,36,375,3851,48,UserA
2016-05-02,4380,575,204,61,20,36,297,87,36,UserA
2016-05-02,5403,556,231,33,20,8,421,95,30,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserA
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserA
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserA
2016-05-02,12681,2023,611,222,206,82,920,321,99,UserA
2016-05-02,10085,1578,719,170,67,78,645,305,160,UserA
2016-05-02,7533,1204,405,111,126,46,466,179,67,UserA
2016-05-02,6406,935,347,78,36,38,407,122,58,UserA
2016-05-02,7432,1564,311,88,63,36,375,3851,48,UserA
2016-05-02,4380,575,204,61,20,36,297,87,36,UserA
2016-05-02,5403,556,231,33,20,8,421,95,30,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,6483,683,487,62,54,40,451,159,54,UserA
2016-05-02,10517,1093,457,110,92,60,742,231,40,UserA
2016-05-02,12608,1446,706,85,61,88,948,200,84,UserA
2016-05-02,15886,1852,899,108,62,179,1185,477,100,UserA
2016-05-02,17653,1911,917,154,224,81,1165,442,140,UserA
2016-05-02,21050,2061,948,217,83,86,1279,952,107,UserA
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,UserA
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,UserA
2016-05-02,6908,639,292,49,16,33,325,191,45,UserA
2016-05-02,175,15,8,0,0,2,22,4,2,UserA
2016-05-02,399,42,21,2,0,2,12,16,2,UserA
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,UserA
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,UserA
2016-05-03,19349,2457,901,149,107,127,1191,559,156,UserA
2016-05-03,19663,2727,1059,118,74,258,919,749,201,UserA
2016-05-02,16935,3537,864,117,83,136,1373,425,133,1
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,1
2016-05-02,14875,2669,1027,259,92,134,946,335,96,1
2016-05-02,12681,2023,611,222,206,82,920,321,99,1
2016-05-02,10085,1578,719,170,67,78,645,305,160,1
2016-05-02,7533,1204,405,111,126,46,466,179,67,1
2016-05-02,6406,935,347,78,36,38,407,122,58,1
2016-05-02,7432,1564,311,88,63,36,375,3851,48,1
2016-05-02,4380,575,204,61,20,36,297,87,36,1
2016-05-02,5403,556,231,33,20,8,421,95,30,1
2016-05-02,6483,683,487,62,54,40,451,159,54,1
2016-05-02,10517,1093,457,110,92,60,742,231,40,1
2016-05-02,12608,1446,706,85,61,88,948,200,84,1
2016-05-02,15886,1852,899,108,62,179,1185,477,100,1
2016-05-02,17653,1911,917,154,224,81,1165,442,140,1
2016-05-02,21050,2061,948,217,83,86,1279,952,107,1
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,1
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,1
2016-05-02,6908,639,292,49,16,33,325,191,45,1
2016-05-02,175,15,8,0,0,2,22,4,2,1
2016-05-02,399,42,21,2,0,2,12,16,2,1
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,1
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,1
2016-05-03,19349,2457,901,149,107,127,1191,559,156,1
2016-05-03,19663,2727,1059,118,74,258,919,749,201,1
2016-05-02,16935,3537,864,117,83,136,1373,425,133,caseID
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,caseID
2016-05-02,14875,2669,1027,259,92,134,946,335,96,caseID
2016-05-02,12681,2023,611,222,206,82,920,321,99,caseID
2016-05-02,10085,1578,719,170,67,78,645,305,160,caseID
2016-05-02,7533,1204,405,111,126,46,466,179,67,caseID
2016-05-02,6406,935,347,78,36,38,407,122,58,caseID
2016-05-02,7432,1564,311,88,63,36,375,3851,48,caseID
2016-05-02,4380,575,204,61,20,36,297,87,36,caseID
2016-05-02,5403,556,231,33,20,8,421,95,30,caseID
2016-05-02,6483,683,487,62,54,40,451,159,54,caseID
2016-05-02,10517,1093,457,110,92,60,742,231,40,caseID
2016-05-02,12608,1446,706,85,61,88,948,200,84,caseID
2016-05-02,15886,1852,899,108,62,179,1185,477,100,caseID
2016-05-02,17653,1911,917,154,224,81,1165,442,140,caseID
2016-05-02,21050,2061,948,217,83,86,1279,952,107,caseID
2016-05-02,25288,2102,1164,129,100,153,1265,731,121,caseID
2016-05-02,22850,2108,1270,130,74,106,1074,819,141,caseID
2016-05-02,6908,639,292,49,16,33,325,191,45,caseID
2016-05-02,175,15,8,0,0,2,22,4,2,caseID
2016-05-02,399,42,21,2,0,2,12,16,2,caseID
2016-05-02,20169,2344,943,120,35,125,1090,1052,214,caseID
2016-05-02,20743,2368,1112,120,82,302,1092,735,206,caseID
2016-05-03,19349,2457,901,149,107,127,1191,559,156,caseID
2016-05-03,19663,2727,1059,118,74,258,919,749,201,caseID
2016-05-02,16935,3537,864,117,83,136,1373,425,133,UserB
2016-05-02,15048,3350,1018,622,54,126,1039,406,94,UserB
2016-05-02,14875,2669,1027,259,92,134,946,335,96,UserB
